,log_reg,RidgeClass,AdaBoostClassifier,BaggingClassifier,GradientBoostingClassifier,RandomForestClassifier,LGBMClassifier,XGBClassifier
74507,0,0,0,0,0,0,0,0
74508,0,0,0,0,0,0,0,0
74509,0,0,0,0,0,0,0,0
74510,1,1,1,1,1,1,1,1
74511,1,1,1,1,1,1,1,1
74512,0,0,0,0,0,0,0,0
74513,1,1,1,1,1,1,1,1
74514,0,0,0,0,0,0,0,0
74515,1,1,1,1,1,1,1,1
74516,0,0,0,0,0,0,0,0
74517,0,0,0,0,0,0,0,0
74518,0,0,0,0,0,0,0,0
74519,0,0,0,0,0,0,0,0
74520,0,0,0,0,0,0,0,0
74521,1,1,1,1,1,1,1,1
74522,0,0,0,0,0,0,0,0
74523,0,0,0,0,0,0,0,0
74524,0,0,0,0,0,0,0,0
74525,0,0,0,0,0,0,0,0
74526,1,1,1,1,1,1,1,1
74527,1,1,1,1,1,1,1,1
74528,0,1,0,0,0,0,0,0
74529,0,0,0,0,0,0,0,0
74530,0,0,0,0,0,0,0,0
74531,1,1,1,1,1,1,1,1
74532,0,0,0,0,0,0,0,0
74533,0,0,0,0,0,0,0,0
74534,0,0,1,0,1,1,1,1
74535,0,0,0,0,0,0,0,0
74536,0,0,0,0,0,0,0,0
74537,0,0,0,0,0,0,0,0
74538,0,0,0,0,0,0,0,0
74539,0,0,0,0,0,0,0,0
74540,0,0,0,0,0,0,0,0
74541,0,0,0,0,0,0,0,0
74542,1,0,1,1,1,1,1,1
74543,0,0,0,0,0,0,0,0
74544,0,0,0,0,0,0,0,0
74545,0,0,0,0,0,0,0,0
74546,1,1,1,1,1,1,1,1
74547,0,1,0,0,0,0,0,0
74548,0,0,0,0,0,0,0,0
74549,1,1,1,1,1,1,1,1
74550,1,1,1,1,1,1,1,1
74551,1,1,1,1,1,1,1,1
74552,1,1,1,1,1,1,1,1
74553,1,1,1,1,1,1,1,1
74554,0,0,0,0,0,0,0,0
74555,0,0,0,0,0,0,0,0
74556,1,1,1,1,1,1,1,1
74557,0,0,0,0,0,0,0,0
74558,0,0,0,0,0,0,0,0
74559,0,0,0,0,0,0,0,0
74560,0,0,0,0,0,0,0,0
74561,1,1,1,1,1,1,1,1
74562,1,1,1,1,1,1,1,1
74563,0,0,0,0,0,0,0,0
74564,0,0,0,0,0,0,0,0
74565,0,0,0,0,0,0,0,0
74566,0,0,0,0,0,0,0,0
74567,1,1,1,1,1,1,1,1
74568,0,0,0,0,0,0,0,0
74569,0,0,0,0,0,0,0,0
74570,0,0,0,0,0,1,0,0
74571,1,1,1,1,1,1,1,1
74572,0,0,0,0,0,0,0,0
74573,1,1,1,1,1,1,1,1
74574,0,0,0,0,0,0,0,0
74575,0,0,0,0,0,0,0,0
74576,1,1,1,1,1,1,1,1
74577,0,1,0,0,1,0,1,1
74578,0,0,1,0,1,0,1,1
74579,0,0,0,0,0,0,0,0
74580,1,1,1,1,1,1,1,1
74581,0,0,0,0,0,0,0,0
74582,1,1,1,1,1,1,1,1
74583,1,1,1,1,1,1,1,1
74584,0,0,0,0,0,0,0,0
74585,1,1,1,1,1,1,1,1
74586,0,0,0,0,0,0,0,0
74587,0,0,0,0,0,0,0,0
74588,1,1,1,1,1,1,1,1
74589,0,0,0,0,0,0,0,0
74590,0,0,0,0,0,0,0,0
74591,0,0,0,0,0,0,0,0
74592,1,1,1,1,1,1,1,1
74593,0,0,0,0,0,0,0,0
74594,1,1,1,1,1,1,1,1
74595,0,0,0,0,0,0,0,0
74596,1,1,1,1,1,1,1,1
74597,1,1,1,1,1,1,1,1
74598,1,1,1,1,1,1,1,1
74599,0,0,0,0,0,0,0,0
74600,1,1,1,1,1,1,1,1
74601,1,0,1,1,1,1,1,1
74602,1,1,1,1,1,1,1,1
74603,0,0,0,0,0,0,0,0
74604,0,0,0,0,0,0,0,0
74605,1,1,1,1,1,1,1,1
74606,0,0,0,0,0,0,0,0
74607,1,1,1,1,1,1,1,1
74608,1,1,1,1,1,1,1,1
74609,0,0,0,0,0,0,0,0
74610,1,1,1,1,1,1,1,1
74611,0,0,0,0,0,0,0,0
74612,0,0,0,0,0,0,0,0
74613,0,0,0,0,0,0,0,0
74614,0,0,0,0,0,0,0,0
74615,1,1,1,1,1,1,1,1
74616,0,0,0,0,0,0,0,0
74617,0,0,1,0,1,1,1,1
74618,0,0,0,0,0,0,0,0
74619,0,0,1,0,1,0,1,1
74620,1,1,1,1,1,1,1,1
74621,1,1,1,1,1,1,1,1
74622,1,1,1,1,1,1,1,1
74623,0,0,0,0,0,0,0,0
74624,0,0,0,0,0,0,0,0
74625,0,0,0,0,0,0,0,0
74626,1,1,1,1,1,1,1,1
74627,1,1,1,1,1,1,1,1
74628,0,0,0,0,0,0,0,0
74629,0,0,0,0,0,0,0,0
74630,0,0,0,0,0,0,0,0
74631,1,1,1,1,1,1,1,1
74632,0,0,0,0,0,0,0,0
74633,0,0,0,0,0,0,0,0
74634,0,0,0,0,0,0,0,0
74635,1,1,1,0,1,1,1,1
74636,1,1,1,1,1,1,1,1
74637,1,1,1,1,1,1,1,1
74638,0,0,0,0,0,0,0,0
74639,1,1,1,1,1,1,1,1
74640,0,0,0,0,0,0,0,0
74641,1,1,1,0,1,1,1,1
74642,0,0,0,0,0,0,0,0
74643,0,0,0,0,0,0,0,0
74644,1,1,1,1,1,1,1,1
74645,0,0,0,1,0,1,0,0
74646,1,1,1,1,1,1,1,1
74647,0,0,0,0,0,0,0,0
74648,0,0,0,0,0,0,0,0
74649,0,0,0,0,0,0,0,0
74650,0,0,0,0,0,0,0,0
74651,0,0,0,0,0,0,0,0
74652,1,1,1,1,1,1,1,1
74653,0,0,0,0,0,0,0,0
74654,0,0,0,0,0,0,0,0
74655,0,0,0,0,0,0,0,0
74656,1,1,1,1,1,1,1,1
74657,0,0,0,0,0,0,0,0
74658,0,0,0,0,0,0,0,0
74659,1,1,1,1,1,1,1,1
74660,1,1,1,1,1,1,1,1
74661,1,1,1,1,1,1,1,1
74662,0,0,0,0,0,0,0,0
74663,0,0,0,0,0,0,0,0
74664,0,0,0,0,0,0,0,0
74665,0,0,0,0,0,0,0,0
74666,1,1,1,0,1,1,1,1
74667,0,0,0,0,0,0,0,0
74668,0,0,0,0,0,0,0,0
74669,1,1,1,1,1,1,1,1
74670,1,1,1,1,1,1,1,1
74671,0,0,0,0,0,0,0,0
74672,1,1,1,1,1,1,1,1
74673,1,1,1,1,1,1,1,1
74674,0,0,0,0,0,0,0,0
74675,1,1,1,1,1,1,1,1
74676,0,0,0,0,0,0,0,0
74677,0,0,0,0,0,0,0,0
74678,1,1,1,1,1,1,1,1
74679,0,0,0,0,0,0,0,0
74680,0,0,0,0,0,0,0,0
74681,1,1,1,1,1,1,1,1
74682,0,0,0,0,0,0,0,0
74683,1,1,1,1,1,1,1,1
74684,1,1,1,1,1,1,1,1
74685,0,0,0,0,0,0,0,0
74686,0,0,0,0,0,0,0,0
74687,1,1,1,1,1,1,1,1
74688,0,0,0,0,0,0,0,0
74689,0,0,0,0,0,0,0,0
74690,0,0,0,0,0,0,0,0
74691,0,0,0,0,0,0,0,0
74692,0,0,1,0,1,0,1,1
74693,0,0,0,0,0,0,0,0
74694,0,0,1,0,1,0,1,1
74695,0,0,0,0,0,0,0,0
74696,0,0,0,0,0,0,0,0
74697,0,0,0,0,0,0,0,0
74698,0,0,0,0,0,0,0,0
74699,0,0,0,0,1,0,1,1
74700,0,0,0,0,0,0,0,0
74701,1,1,1,1,1,1,1,1
74702,0,0,0,0,0,0,0,0
74703,0,0,0,0,0,0,0,0
74704,0,0,0,0,0,0,0,0
74705,1,1,1,1,1,1,1,1
74706,1,0,0,0,1,0,1,1
74707,0,0,0,0,0,0,0,0
74708,0,0,0,0,0,0,0,0
74709,1,1,1,1,1,1,1,1
74710,1,1,1,1,1,1,1,1
74711,1,1,1,1,1,1,1,1
74712,0,0,0,0,0,0,0,0
74713,0,0,0,0,0,0,0,0
74714,1,1,1,1,1,1,1,1
74715,1,1,1,1,1,1,1,1
74716,0,0,1,1,1,1,0,0
74717,0,0,0,0,0,0,0,0
74718,0,0,0,0,0,0,0,0
74719,0,0,0,0,0,0,0,0
74720,0,1,0,0,0,0,0,0
74721,1,1,1,1,1,1,1,1
74722,0,0,0,0,0,0,0,0
74723,0,0,0,0,0,0,0,0
74724,0,0,0,0,0,0,0,0
74725,0,0,0,0,0,0,0,0
74726,1,1,0,1,1,1,1,1
74727,1,1,1,1,1,1,1,1
74728,1,1,1,1,1,1,1,1
74729,1,1,1,0,1,1,1,1
74730,0,0,0,0,0,0,0,0
74731,0,0,0,0,0,0,0,0
74732,1,1,1,1,1,1,1,1
74733,0,0,0,0,0,0,0,0
74734,0,0,0,0,0,0,0,0
74735,1,0,0,0,0,0,0,0
74736,1,1,1,1,1,1,1,1
74737,1,1,1,0,1,1,1,1
74738,1,1,1,1,1,1,1,1
74739,0,0,0,0,0,0,0,0
74740,1,1,1,1,1,1,0,0
74741,1,1,1,1,1,1,1,1
74742,0,0,0,0,0,0,0,0
74743,1,1,1,1,1,1,1,1
74744,0,0,0,0,0,0,0,0
74745,1,1,1,1,1,1,1,1
74746,1,1,1,1,1,1,1,1
74747,0,0,0,0,0,0,0,0
74748,1,1,1,1,1,1,1,1
74749,0,0,0,0,0,0,0,0
74750,0,0,0,0,0,0,0,0
74751,1,1,1,1,1,1,1,1
74752,1,1,1,1,1,1,1,1
74753,0,0,0,0,0,0,0,0
74754,0,0,0,0,0,0,0,0
74755,0,0,0,0,0,0,0,0
74756,1,1,1,1,1,1,1,1
74757,1,1,1,1,1,1,1,1
74758,0,0,0,0,0,0,0,0
74759,0,0,0,0,0,0,0,0
74760,0,0,0,0,0,0,0,0
74761,1,1,1,1,1,1,1,1
74762,0,0,0,0,0,0,0,0
74763,0,0,0,0,0,0,0,0
74764,0,0,0,0,0,0,0,0
74765,1,1,1,1,1,1,1,1
74766,0,0,0,0,0,0,0,0
74767,0,0,0,0,0,0,0,0
74768,1,1,1,1,1,1,1,1
74769,1,1,1,1,1,1,1,1
74770,1,1,1,0,1,1,1,1
74771,0,0,0,0,0,0,0,0
74772,1,1,1,1,1,1,1,1
74773,0,0,0,0,0,0,0,0
74774,0,0,0,0,0,0,0,0
74775,0,0,0,0,0,0,0,0
74776,0,0,0,0,0,0,0,0
74777,1,0,1,1,1,0,1,1
74778,1,1,1,1,1,1,1,1
74779,0,0,0,0,0,0,0,0
74780,1,1,1,1,1,1,1,1
74781,0,1,0,0,0,0,0,0
74782,1,1,1,1,1,1,1,1
74783,1,1,1,1,1,1,1,1
74784,0,0,0,0,0,0,0,0
74785,0,0,0,0,0,0,0,0
74786,0,0,0,0,0,0,0,0
74787,1,1,1,1,1,1,1,1
74788,0,0,0,0,0,0,0,0
74789,0,0,0,0,0,0,0,0
74790,0,0,0,0,0,0,0,0
74791,0,0,0,0,0,0,0,0
74792,1,1,1,0,1,1,1,1
74793,0,0,0,0,0,0,0,0
74794,1,1,1,1,1,1,1,1
74795,0,0,0,0,0,0,0,0
74796,0,0,0,0,0,0,0,0
74797,1,1,1,1,1,1,1,1
74798,1,1,1,1,1,1,1,1
74799,0,0,0,0,0,0,0,0
74800,0,0,0,0,0,0,0,0
74801,0,0,0,0,0,0,0,0
74802,0,0,0,0,0,0,0,0
74803,1,1,1,1,1,1,1,1
74804,0,1,0,0,0,0,0,0
74805,1,1,1,1,1,1,1,1
74806,1,1,1,1,1,1,1,1
74807,0,0,0,0,0,0,0,0
74808,1,1,1,1,1,1,1,1
74809,0,0,1,1,1,0,1,1
74810,1,1,1,1,1,1,1,1
74811,0,0,0,0,0,0,0,0
74812,1,1,1,1,1,1,1,1
74813,1,1,1,1,1,1,1,1
74814,0,0,0,0,0,0,0,0
74815,1,1,1,1,1,1,1,1
74816,1,1,1,1,1,1,0,0
74817,1,1,1,1,1,1,1,1
74818,1,1,1,1,1,1,1,1
74819,0,0,0,0,0,0,0,0
74820,0,0,0,1,1,1,1,1
74821,0,0,0,0,0,0,0,0
74822,0,0,0,0,0,0,0,0
74823,0,0,0,0,0,0,0,0
74824,0,0,0,1,1,1,0,0
74825,0,0,0,0,0,0,0,0
74826,0,0,0,0,0,0,0,0
74827,0,0,0,0,0,0,0,0
74828,0,0,0,0,0,0,0,0
74829,0,0,0,0,0,0,0,0
74830,0,0,0,0,0,0,0,0
74831,1,1,1,1,1,1,1,1
74832,0,0,0,0,0,0,0,0
74833,1,0,1,1,1,0,1,1
74834,0,0,0,0,0,0,0,0
74835,0,0,0,0,0,0,0,0
74836,0,0,0,0,0,0,0,0
74837,1,1,1,1,1,1,1,1
74838,1,1,1,1,1,1,1,1
74839,1,1,1,1,1,1,1,1
74840,1,1,1,1,1,1,1,1
74841,1,1,1,1,1,1,1,1
74842,0,0,0,0,0,0,0,0
74843,1,1,1,1,1,1,1,1
74844,1,1,1,1,1,1,1,1
74845,0,0,0,0,0,0,0,0
74846,0,0,0,0,0,0,0,0
74847,1,1,1,1,1,1,1,1
74848,0,0,0,0,0,0,0,0
74849,0,0,0,0,0,0,0,0
74850,0,0,0,0,0,0,0,0
74851,0,0,0,0,0,0,0,0
74852,0,0,0,0,0,0,0,0
74853,0,0,0,0,0,0,0,0
74854,1,0,0,1,1,1,0,0
74855,1,1,1,1,1,1,1,1
74856,0,0,0,0,0,0,0,0
74857,1,1,1,1,1,1,1,1
74858,0,0,0,0,0,0,0,0
74859,1,1,1,1,1,1,1,1
74860,1,1,1,1,1,1,1,1
74861,0,0,0,0,0,0,0,0
74862,1,1,1,1,1,1,1,1
74863,1,0,0,1,1,1,0,0
74864,0,0,0,0,0,0,0,0
74865,1,1,1,1,1,1,1,1
74866,0,0,0,0,0,0,0,0
74867,1,0,0,0,1,0,0,0
74868,0,0,0,0,0,0,0,0
74869,1,1,1,1,1,1,1,1
74870,0,0,0,1,1,1,0,0
74871,1,1,1,1,1,1,1,1
74872,1,1,1,1,1,1,1,1
74873,1,1,1,1,1,1,1,1
74874,0,0,0,0,0,0,0,0
74875,1,1,1,1,1,1,1,1
74876,0,0,1,0,1,0,1,1
74877,0,0,0,0,0,0,0,0
74878,0,0,0,0,0,0,0,0
74879,1,1,1,1,1,1,1,1
74880,0,0,0,0,0,0,0,0
74881,0,0,0,0,0,0,0,0
74882,1,1,1,1,1,1,1,1
74883,1,1,1,1,1,1,1,1
74884,1,1,1,1,1,1,1,1
74885,1,1,1,1,1,1,1,1
74886,1,1,1,1,1,1,1,1
74887,0,0,0,0,0,0,0,0
74888,0,0,0,0,0,0,0,0
74889,0,0,0,0,0,0,0,0
74890,0,0,0,0,0,0,0,0
74891,1,1,1,1,1,1,1,1
74892,0,0,0,0,0,0,0,0
74893,1,1,1,1,1,1,1,1
74894,0,0,0,0,0,0,0,0
74895,0,0,0,0,0,0,0,0
74896,0,0,0,0,0,0,0,0
74897,0,0,0,0,0,0,0,0
74898,0,0,0,0,0,0,0,0
74899,1,1,1,1,1,1,1,1
74900,1,1,1,1,1,1,1,1
74901,0,0,0,0,0,0,0,0
74902,1,1,1,1,1,1,1,1
74903,1,1,1,1,1,1,1,1
74904,0,0,0,0,0,0,0,0
74905,0,0,0,0,0,0,0,0
74906,0,0,0,0,0,0,0,0
74907,0,0,0,0,0,0,0,0
74908,1,1,1,1,1,1,1,1
74909,0,0,0,0,0,0,0,0
74910,0,0,0,0,0,0,0,0
74911,0,0,0,0,0,0,0,0
74912,1,1,1,1,1,1,1,1
74913,0,1,0,0,0,0,0,0
74914,1,1,1,1,1,1,1,1
74915,1,1,1,1,1,1,1,1
74916,1,1,1,1,1,1,1,1
74917,0,0,0,0,0,0,0,0
74918,0,0,0,0,0,0,0,0
74919,0,0,0,0,0,0,0,0
74920,0,0,1,1,1,1,1,1
74921,1,1,1,1,1,1,1,1
74922,0,0,0,0,0,0,0,0
74923,0,0,0,0,0,0,0,0
74924,1,1,1,1,1,1,1,1
74925,1,1,1,1,1,1,1,1
74926,0,0,0,0,0,0,0,0
74927,0,0,0,0,0,0,0,0
74928,1,1,1,1,1,1,1,1
74929,1,1,1,1,1,1,1,1
74930,0,0,0,0,0,0,0,0
74931,0,0,0,0,0,0,0,0
74932,0,0,0,0,0,0,0,0
74933,1,1,1,1,1,1,1,1
74934,0,0,0,0,0,0,0,0
74935,1,0,0,0,1,0,0,0
74936,0,0,0,0,1,0,1,1
74937,1,1,1,0,1,0,1,1
74938,0,0,0,1,0,1,0,0
74939,0,0,0,0,0,0,0,0
74940,1,1,1,1,1,1,1,1
74941,1,1,1,1,1,1,1,1
74942,0,0,0,0,0,0,0,0
74943,0,0,0,0,0,0,0,0
74944,0,0,0,0,0,0,0,0
74945,0,0,0,0,1,0,0,0
74946,1,1,1,1,1,1,1,1
74947,1,1,0,0,1,0,0,0
74948,1,1,1,1,1,1,1,1
74949,0,0,0,0,0,0,0,0
74950,1,1,1,1,1,1,1,1
74951,0,0,0,0,0,0,0,0
74952,0,0,0,0,0,0,0,0
74953,1,1,1,1,1,1,1,1
74954,1,1,1,1,1,1,1,1
74955,1,1,1,1,1,1,1,1
74956,1,1,1,1,1,1,1,1
74957,0,0,0,0,1,0,0,0
74958,1,1,1,1,1,1,1,1
74959,0,0,0,0,0,0,0,0
74960,1,1,1,1,1,1,1,1
74961,0,0,0,0,0,0,0,0
74962,0,0,0,0,0,0,0,0
74963,0,0,0,0,0,0,0,0
74964,1,1,1,1,1,1,1,1
74965,1,1,1,1,1,1,1,1
74966,0,0,0,0,0,0,0,0
74967,0,0,0,0,0,0,0,0
74968,0,0,0,0,0,0,0,0
74969,0,0,0,0,0,0,0,0
74970,1,1,1,1,1,1,1,1
74971,0,0,0,1,0,0,1,1
74972,1,1,1,1,1,1,1,1
74973,0,0,0,0,0,0,0,0
74974,0,0,0,0,0,0,0,0
74975,1,1,1,1,1,1,1,1
74976,1,1,1,1,1,1,1,1
74977,1,1,1,0,1,1,1,1
74978,0,0,0,0,0,0,0,0
74979,0,0,1,1,1,1,1,1
74980,0,0,0,0,0,0,0,0
74981,0,0,1,1,1,1,1,1
74982,1,1,1,1,1,1,1,1
74983,1,1,1,1,1,1,1,1
74984,0,0,0,0,0,0,0,0
74985,0,0,0,0,0,0,0,0
74986,0,0,0,0,0,0,0,0
74987,1,1,1,1,1,1,1,1
74988,1,1,1,1,1,1,1,1
74989,1,1,1,1,1,1,1,1
74990,0,0,0,0,0,0,0,0
74991,0,0,0,0,0,0,0,0
74992,1,1,1,1,1,1,1,1
74993,0,0,0,0,0,0,0,0
74994,0,0,0,1,0,0,0,0
74995,0,0,0,0,0,0,0,0
74996,1,1,1,1,1,1,1,1
74997,1,1,1,1,1,1,1,1
74998,1,1,1,1,1,1,1,1
74999,0,0,0,0,0,0,0,0
75000,0,0,0,0,0,0,0,0
75001,1,1,1,1,1,1,1,1
75002,0,0,0,0,0,0,0,0
75003,1,1,1,1,1,1,1,1
75004,0,0,0,0,0,0,0,0
75005,0,0,0,0,0,0,0,0
75006,0,0,0,0,0,0,0,0
75007,0,0,0,0,0,0,0,0
75008,0,0,0,0,0,0,0,0
75009,1,1,1,1,1,1,1,1
75010,1,1,1,1,1,1,1,1
75011,1,1,0,1,0,1,0,0
75012,0,0,0,0,0,0,0,0
75013,1,1,1,1,1,1,1,1
75014,0,0,0,0,0,0,0,0
75015,1,0,0,0,0,0,0,0
75016,0,0,0,0,0,0,0,0
75017,1,1,1,1,1,1,1,1
75018,0,0,0,0,0,0,0,0
75019,1,1,1,1,1,1,1,1
75020,0,0,0,0,0,0,0,0
75021,0,0,0,0,0,0,0,0
75022,1,1,1,1,1,1,1,1
75023,1,1,1,1,1,1,1,1
75024,1,1,1,1,1,1,1,1
75025,1,1,1,1,1,1,1,1
75026,0,0,0,0,0,0,0,0
75027,0,0,0,0,0,0,0,0
75028,1,1,1,1,1,1,1,1
75029,1,1,1,1,1,1,1,1
75030,1,1,1,1,1,1,1,1
75031,0,0,0,0,0,0,0,0
75032,0,0,0,0,0,0,0,0
75033,0,0,0,1,0,1,0,0
75034,0,0,0,0,0,0,0,0
75035,0,0,1,0,0,0,0,0
75036,1,1,1,1,1,1,1,1
75037,1,1,1,1,1,1,1,1
75038,0,0,0,0,0,0,0,0
75039,1,1,1,1,1,1,1,1
75040,0,0,0,0,0,0,0,0
75041,1,1,1,1,1,1,1,1
75042,1,1,1,1,1,1,1,1
75043,1,1,1,1,1,1,1,1
75044,0,0,0,0,0,0,0,0
75045,0,0,0,0,0,0,0,0
75046,0,0,0,0,0,0,0,0
75047,0,0,0,0,0,0,0,0
75048,0,0,0,0,0,0,0,0
75049,1,1,1,1,1,1,1,1
75050,0,0,0,0,0,0,0,0
75051,0,0,0,0,0,0,0,0
75052,0,1,0,0,0,0,0,0
75053,0,0,0,0,0,0,0,0
75054,1,1,1,1,1,1,1,1
75055,1,1,1,1,1,1,1,1
75056,1,1,1,1,1,1,1,1
75057,0,0,1,1,1,1,1,0
75058,0,0,0,0,0,0,0,0
75059,0,0,0,0,0,0,0,0
75060,0,0,0,0,0,0,0,0
75061,0,0,0,0,0,0,0,0
75062,0,0,0,0,0,0,0,0
75063,1,1,1,1,1,1,1,1
75064,0,0,0,0,0,0,0,0
75065,0,0,0,0,0,0,0,0
75066,0,0,0,0,0,0,0,0
75067,1,1,1,1,1,1,1,1
75068,1,1,1,1,1,1,1,1
75069,0,0,0,0,0,0,0,0
75070,1,1,1,1,1,1,1,1
75071,0,0,0,0,0,0,0,0
75072,0,0,0,0,0,0,0,0
75073,0,0,0,0,0,0,0,0
75074,0,0,0,0,0,0,0,0
75075,0,0,0,0,0,0,0,0
75076,1,1,1,1,1,1,1,1
75077,0,0,0,0,0,0,0,0
75078,1,1,1,1,1,1,1,1
75079,0,0,0,1,0,1,0,0
75080,1,1,1,1,1,1,1,1
75081,1,0,1,1,1,0,1,1
75082,0,0,0,0,0,0,0,0
75083,0,0,0,0,0,0,0,0
75084,0,0,0,0,0,0,0,0
75085,0,0,0,0,0,0,0,0
75086,1,1,1,1,1,1,1,1
75087,1,1,1,1,1,1,1,1
75088,0,0,0,0,0,0,0,0
75089,0,0,0,0,0,0,0,0
75090,0,0,0,0,0,0,0,0
75091,0,0,0,0,0,0,0,0
75092,1,1,1,1,1,1,1,1
75093,1,1,1,1,1,1,1,1
75094,1,1,1,1,1,1,1,1
75095,1,1,1,1,1,1,1,1
75096,1,1,1,1,1,1,1,1
75097,0,0,0,0,0,0,0,0
75098,0,0,0,0,0,0,0,0
75099,1,1,1,1,1,1,1,1
75100,0,0,0,0,0,0,0,0
75101,0,0,0,0,0,0,0,0
75102,0,0,0,0,0,0,0,0
75103,1,1,1,1,1,1,1,1
75104,0,0,0,0,0,0,0,0
75105,0,0,0,0,0,0,0,0
75106,1,1,1,1,1,1,1,1
75107,1,1,1,1,1,1,0,0
75108,0,0,0,0,0,0,0,0
75109,1,1,1,1,1,1,1,1
75110,0,0,0,0,0,0,0,0
75111,0,0,0,0,0,0,0,0
75112,0,0,0,0,0,0,0,0
75113,1,1,1,1,1,1,1,1
75114,0,0,0,0,0,0,0,0
75115,1,1,1,1,1,1,0,0
75116,0,0,0,0,0,0,0,0
75117,0,0,0,0,0,0,0,0
75118,0,0,0,0,1,0,1,1
75119,1,1,1,0,1,1,1,1
75120,0,0,0,0,0,0,0,0
75121,0,0,0,0,0,0,0,0
75122,1,1,0,0,1,0,1,1
75123,0,0,0,0,0,0,0,0
75124,1,1,1,1,1,1,1,1
75125,0,0,0,0,0,0,0,0
75126,1,1,1,1,1,1,1,1
75127,1,0,1,1,1,0,1,1
75128,1,0,0,0,1,0,0,0
75129,1,1,1,1,1,1,1,1
75130,1,1,1,1,1,1,1,1
75131,0,0,0,0,0,0,0,0
75132,0,0,0,0,0,0,0,0
75133,1,1,1,1,1,1,1,1
75134,1,1,1,1,1,1,1,1
75135,0,0,0,0,0,0,0,0
75136,1,1,1,1,1,1,1,1
75137,1,1,0,1,1,1,0,0
75138,1,1,1,1,1,1,1,1
75139,0,0,0,0,0,0,0,0
75140,0,0,0,0,0,0,0,0
75141,0,0,0,0,0,0,0,0
75142,0,0,0,0,0,0,0,0
75143,0,0,0,0,0,0,0,0
75144,0,0,0,0,0,0,0,0
75145,1,1,1,1,1,1,1,1
75146,0,0,0,0,0,0,0,0
75147,0,0,0,0,0,0,0,0
75148,0,0,0,0,0,0,0,0
75149,1,0,0,1,0,1,0,0
75150,0,0,0,0,0,0,0,0
75151,1,1,1,0,1,1,1,1
75152,0,0,0,0,0,0,0,0
75153,1,1,1,1,1,1,1,1
75154,0,0,0,0,0,0,0,0
75155,0,1,0,0,0,0,0,0
75156,0,0,0,0,0,0,0,0
75157,1,1,0,0,1,0,0,0
75158,1,1,1,1,1,1,1,1
75159,0,0,0,0,0,0,0,0
75160,0,0,0,0,0,0,0,0
75161,1,1,1,1,1,1,1,1
75162,0,0,0,0,0,0,0,0
75163,1,1,0,1,1,1,0,0
75164,0,0,0,0,0,0,0,0
75165,0,0,0,0,0,0,0,0
75166,1,1,1,1,1,1,1,1
75167,0,0,0,0,0,0,0,0
75168,0,0,0,0,0,0,0,0
75169,0,0,0,0,0,0,0,0
75170,1,1,1,1,1,1,1,1
75171,1,1,1,1,1,1,1,1
75172,1,1,1,1,1,1,1,1
75173,1,1,1,1,1,1,1,1
75174,1,1,1,1,1,1,1,1
75175,1,1,0,1,1,1,1,1
75176,0,0,0,0,1,1,1,1
75177,0,0,0,0,0,0,0,0
75178,0,0,0,0,0,0,0,0
75179,1,1,1,1,1,1,1,1
75180,1,1,1,1,1,1,1,1
75181,0,0,0,0,0,0,0,0
75182,1,1,0,1,0,1,0,0
75183,1,1,1,1,1,1,1,1
75184,0,0,0,0,0,0,0,0
75185,1,1,1,1,1,1,1,0
75186,0,0,0,0,0,0,0,0
75187,1,1,1,1,1,1,1,1
75188,0,1,1,0,1,1,1,1
75189,0,0,0,0,0,0,0,0
75190,0,0,0,0,0,0,0,0
75191,0,0,0,0,0,0,0,0
75192,1,1,1,1,1,1,1,1
75193,0,0,0,0,0,0,0,0
75194,0,0,0,0,0,0,0,0
75195,1,1,1,1,1,1,1,1
75196,0,0,0,0,0,0,0,0
75197,0,0,0,0,0,0,0,0
75198,1,1,1,0,1,0,1,1
75199,0,0,0,0,0,0,0,0
75200,0,0,0,0,0,0,0,0
75201,0,0,0,0,0,0,0,0
75202,1,1,1,1,1,1,1,1
75203,0,1,0,0,0,0,0,0
75204,0,0,0,0,0,0,0,0
75205,1,1,1,1,1,1,1,1
75206,0,0,1,0,1,0,1,1
75207,0,1,0,0,1,0,0,0
75208,0,0,0,0,0,0,0,0
75209,1,1,1,1,1,1,1,1
75210,0,0,0,0,0,0,0,0
75211,0,0,0,0,0,0,0,0
75212,1,1,1,1,1,1,1,1
75213,1,1,1,1,1,1,1,1
75214,1,1,1,1,1,1,1,1
75215,1,1,1,1,1,1,1,1
75216,1,1,1,1,1,1,1,1
75217,1,1,1,1,1,1,1,1
75218,0,0,0,0,0,0,0,0
75219,1,1,1,1,1,1,1,1
75220,0,0,0,0,0,0,0,0
75221,1,1,1,1,1,1,1,1
75222,0,0,0,0,0,0,0,0
75223,1,1,0,0,1,0,0,0
75224,0,0,0,0,0,0,0,0
75225,0,0,0,0,0,0,0,0
75226,0,1,0,0,0,0,0,0
75227,1,1,1,1,1,1,1,1
75228,1,1,1,1,1,1,1,1
75229,1,1,1,1,1,1,1,1
75230,1,1,1,1,1,1,1,1
75231,1,1,1,1,1,1,1,1
75232,0,0,0,0,0,0,0,0
75233,1,1,1,1,1,1,1,1
75234,1,1,1,1,1,1,1,1
75235,0,0,0,0,0,0,0,0
75236,1,1,1,0,1,0,1,1
75237,1,1,1,1,1,1,1,1
75238,1,1,1,1,1,1,1,1
75239,0,0,0,0,0,0,0,0
